# python main.py -c models/bat25-bid-chu750-dattra-ent-ent-ent-ent-epo200-fol5-gat99-gatrel-gatcos-hid500-sce-nontan-ada-spe150-tokdat-win99--1/logs/6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0.ini
epoch	iteration	fold	train_loss	train_acc	train_macro_f1	train_macro_f1_main	train_total	val_loss	val_acc	val_macro_f1	val_macro_f1_main	val_total	model
   18	  279	  0	 4.7353764	   81.5177	   67.1493	   85.8870	  10621	 5.3656907	   64.3099	   18.3384	   76.8981	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   19	  294	  0	 4.7039948	   83.4385	   69.0645	   87.3022	  10621	 5.3457246	   65.8518	   20.5848	   78.4514	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   20	  309	  0	 4.6810236	   84.0881	   70.3728	   87.5662	  10621	 5.3443708	   65.0621	   21.0765	   77.1436	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   21	  324	  0	 4.6652880	   84.9167	   72.4224	   88.0364	  10621	 5.3333502	   66.8296	   21.2535	   78.5063	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   22	  339	  0	 4.6378193	   85.8582	   73.2529	   89.0755	  10621	 5.3311987	   66.3407	   21.1114	   78.5673	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   23	  354	  0	 4.6049390	   87.3458	   74.6381	   90.1557	  10621	 5.3237681	   66.6792	   23.2616	   78.6948	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   24	  369	  0	 4.5783257	   88.0237	   76.0337	   90.8207	  10621	 5.3176956	   66.9801	   23.3000	   79.0358	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   25	  384	  0	 4.5539503	   89.1818	   77.1091	   91.6265	  10621	 5.3066983	   67.7322	   23.4031	   80.2096	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   26	  399	  0	 4.5351338	   89.7467	   77.6388	   92.0006	  10621	 5.2983479	   68.5596	   24.2324	   80.5823	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   27	  414	  0	 4.5228605	   90.2269	   77.9821	   92.2835	  10621	 5.3007278	   68.4468	   23.0273	   80.1166	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   28	  428	  0	 4.4986610	   90.6318	   79.2520	   92.6286	  10621	 5.2934127	   68.5596	   23.5599	   80.4213	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   29	  442	  0	 4.4818797	   91.7522	   80.0763	   93.4104	  10621	 5.2894053	   69.2742	   24.4591	   80.8245	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   30	  457	  0	 4.4683723	   92.2324	   80.3390	   93.7894	  10621	 5.2885962	   69.4622	   24.3701	   80.9454	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   31	  472	  0	 4.4523916	   92.4583	   81.3112	   93.9063	  10621	 5.2841778	   69.5374	   24.6999	   81.5835	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   32	  487	  0	 4.4361725	   93.0233	   81.6485	   94.4897	  10621	 5.2795777	   69.4622	   23.7425	   81.1712	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   33	  502	  0	 4.4259906	   93.2398	   82.0545	   94.4953	  10621	 5.2762189	   69.8007	   24.4231	   81.0570	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   34	  517	  0	 4.4133749	   93.5976	   82.3721	   94.8658	  10621	 5.2725420	   69.3870	   24.8464	   80.8707	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   35	  532	  0	 4.3990936	   93.7012	   82.6964	   94.9112	  10621	 5.2679453	   70.2896	   26.4937	   81.5018	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   36	  547	  0	 4.3858566	   94.1908	   82.9140	   95.2345	  10621	 5.2660127	   70.8161	   25.7591	   81.9963	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   37	  562	  0	 4.3827224	   94.2002	   83.1210	   95.2805	  10621	 5.2700987	   70.5152	   25.8539	   82.2551	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   38	  577	  0	 4.3697872	   94.7368	   83.3541	   95.6908	  10621	 5.2619357	   71.1170	   26.3198	   82.4245	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   39	  592	  0	 4.3694758	   94.7933	   83.4282	   95.8566	  10621	 5.2605062	   70.4400	   25.3947	   81.8329	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   40	  607	  0	 4.3639603	   94.8498	   83.6040	   95.8297	  10621	 5.2661552	   70.6657	   24.6678	   81.6801	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   41	  622	  0	 4.3514028	   95.2829	   83.9068	   96.1444	  10621	 5.2591004	   70.9289	   26.0738	   81.9867	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   42	  637	  0	 4.3396392	   95.4618	   84.0563	   96.2805	  10621	 5.2563868	   71.1922	   25.8574	   81.7461	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   43	  652	  0	 4.3320236	   95.5371	   84.2365	   96.3513	  10621	 5.2556000	   71.0041	   26.4025	   81.8258	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   44	  667	  0	 4.3234029	   95.6407	   84.5912	   96.4821	  10621	 5.2540765	   71.3050	   26.3965	   82.1274	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   45	  681	  0	 4.3120627	   95.9702	   84.7699	   96.6818	  10621	 5.2496567	   71.2298	   25.9667	   81.6782	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   46	  695	  0	 4.3074117	   96.1115	   85.0557	   96.7897	  10621	 5.2483516	   71.6811	   26.0635	   82.1303	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   47	  710	  0	 4.3038430	   96.1209	   85.0786	   96.7905	  10621	 5.2461534	   71.5683	   27.0375	   82.2354	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   48	  725	  0	 4.2989645	   96.3374	   85.2152	   97.0010	  10621	 5.2479553	   71.5683	   27.1831	   81.7826	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   49	  740	  0	 4.2917042	   96.3657	   85.4543	   96.9959	  10621	 5.2437034	   71.2298	   27.1292	   81.6850	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   50	  755	  0	 4.2895250	   96.4787	   85.8877	   97.1029	  10621	 5.2431626	   71.8691	   26.6808	   82.1362	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   51	  770	  0	 4.2830477	   96.6293	   85.9022	   97.2175	  10621	 5.2457337	   71.3802	   26.2049	   81.4859	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   52	  785	  0	 4.2796412	   96.5822	   85.9991	   97.1955	  10621	 5.2462101	   71.6059	   26.3522	   81.8534	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   53	  800	  0	 4.2793584	   96.7988	   86.0044	   97.4237	  10621	 5.2478452	   71.6059	   27.5031	   82.3178	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   54	  814	  0	 4.2736382	   96.7800	   86.1676	   97.3041	  10621	 5.2452593	   71.6435	   26.7110	   81.3083	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   55	  829	  0	 4.2658501	   97.0059	   87.2289	   97.5145	  10621	 5.2419024	   71.7939	   25.1949	   81.9676	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   56	  844	  0	 4.2602820	   97.1001	   87.2627	   97.5963	  10621	 5.2419105	   71.7563	   26.1683	   82.3951	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   57	  859	  0	 4.2543364	   97.2319	   87.3464	   97.6645	  10621	 5.2396216	   71.4930	   26.0424	   81.4343	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   58	  874	  0	 4.2560520	   97.1754	   87.5490	   97.6330	  10621	 5.2440138	   71.6435	   25.0395	   82.0942	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   59	  888	  0	 4.2495027	   97.3731	   87.7768	   97.7658	  10621	 5.2366543	   72.0572	   26.8366	   81.7830	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   60	  903	  0	 4.2520032	   97.3825	   87.6314	   97.8051	  10621	 5.2371087	   72.4709	   25.6034	   82.5571	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   61	  918	  0	 4.2464619	   97.3731	   87.3676	   97.8170	  10621	 5.2369127	   71.7939	   25.3874	   82.1285	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   62	  932	  0	 4.2410603	   97.7027	   87.9090	   98.0511	  10621	 5.2383533	   72.3580	   26.7205	   82.0905	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   63	  947	  0	 4.2367678	   97.5803	   87.7767	   97.9469	  10621	 5.2367253	   72.3956	   27.8807	   82.3476	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   64	  962	  0	 4.2333984	   97.8345	   88.2591	   98.1747	  10621	 5.2366595	   72.8469	   26.6154	   82.7197	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   65	  977	  0	 4.2400694	   97.6838	   88.0391	   98.0339	  10621	 5.2366366	   72.3204	   28.2671	   81.7103	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   66	  992	  0	 4.2343798	   97.9286	   88.3469	   98.2082	  10621	 5.2376966	   72.4332	   25.7366	   82.1586	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   67	 1007	  0	 4.2325449	   97.7780	   88.3941	   98.1289	  10621	 5.2425165	   71.9443	   25.9264	   81.7557	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   68	 1021	  0	 4.2288055	   97.9004	   88.5073	   98.1865	  10621	 5.2384696	   72.0948	   26.9967	   81.8659	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   69	 1036	  0	 4.2281799	   97.9192	   88.4906	   98.2365	  10621	 5.2389240	   71.9819	   25.2073	   81.8569	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   70	 1051	  0	 4.2233782	   97.9945	   88.6403	   98.2887	  10621	 5.2329760	   72.3580	   26.9339	   82.3162	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   71	 1066	  0	 4.2217903	   98.1640	   88.7437	   98.4322	  10621	 5.2378597	   72.3956	   26.9462	   82.1211	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   72	 1081	  0	 4.2185931	   98.1075	   88.7130	   98.3828	  10621	 5.2360549	   72.4332	   27.1756	   82.0086	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   73	 1095	  0	 4.2111945	   98.1923	   88.8701	   98.4506	  10621	 5.2356410	   72.2076	   27.1467	   81.9797	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   74	 1109	  0	 4.2098031	   98.1546	   88.7365	   98.4276	  10621	 5.2338200	   72.4332	   26.1538	   82.1341	   2659	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
# Stopped after epoch 75 because validation scores did not improve for 5 epochs.
   -1	    0	  1	 6.0047622	    0.0377	    0.0114	    6.9913	  10624	 6.0036039	    0.0753	    0.3473	    7.8024	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    0	   14	  1	 5.6803827	   36.9447	    6.0143	   37.2100	  10624	 5.7612844	   32.1536	    2.4724	   34.9615	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    1	   29	  1	 5.5555425	   44.8419	   11.1379	   48.7876	  10624	 5.6682210	   38.3660	    6.4334	   45.6371	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    2	   44	  1	 5.4870148	   46.5267	   13.3474	   50.0787	  10624	 5.6397386	   43.2229	    9.5661	   48.6352	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    3	   58	  1	 5.4170737	   47.2327	   15.7164	   50.6171	  10624	 5.6013393	   43.4864	   10.1186	   48.9498	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    4	   73	  1	 5.3649583	   48.0892	   16.8727	   51.9226	  10624	 5.5780253	   43.8253	    9.5346	   49.5181	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    5	   88	  1	 5.3140206	   49.7459	   18.4273	   53.4781	  10624	 5.5626540	   45.3313	   11.1956	   51.1474	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    6	  103	  1	 5.2659221	   51.5343	   19.3786	   55.7029	  10624	 5.5470290	   47.7786	   11.4393	   53.8919	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    7	  118	  1	 5.2184682	   53.4733	   22.3035	   58.0988	  10624	 5.5280466	   50.7154	   11.4305	   57.6869	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    8	  133	  1	 5.1733279	   56.6265	   29.0540	   62.2241	  10624	 5.5167880	   52.2590	   13.0947	   60.5530	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
    9	  148	  1	 5.1144772	   61.8317	   32.4981	   68.0669	  10624	 5.4948821	   55.5346	   13.1407	   65.0501	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   10	  163	  1	 5.0637403	   63.8366	   37.9765	   70.5059	  10624	 5.4730029	   57.6431	   13.6059	   69.3675	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   11	  178	  1	 5.0135818	   67.7052	   45.1175	   73.6027	  10624	 5.4635506	   58.5090	   14.8771	   68.6646	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   12	  193	  1	 4.9621825	   69.9172	   51.5929	   75.9172	  10624	 5.4414306	   60.9187	   16.4500	   73.1678	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   13	  208	  1	 4.9223857	   72.1103	   53.5733	   77.6779	  10624	 5.4320369	   60.7681	   16.6738	   72.4903	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   14	  223	  1	 4.8826461	   73.8893	   57.6304	   79.5152	  10624	 5.4151645	   62.9518	   16.9511	   75.6551	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   15	  238	  1	 4.8364058	   75.9130	   61.0778	   81.2725	  10624	 5.3999281	   63.4036	   19.3634	   76.2514	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   16	  253	  1	 4.7968445	   77.9650	   63.1702	   83.2757	  10624	 5.3857970	   65.2485	   20.9712	   77.4258	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   17	  268	  1	 4.7628975	   79.6593	   65.6461	   84.4787	  10624	 5.3745356	   65.1355	   21.1600	   77.5707	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   18	  283	  1	 4.7273383	   82.2101	   69.8446	   86.1944	  10624	 5.3678060	   66.3404	   19.7393	   79.5743	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   19	  298	  1	 4.6934910	   82.8596	   71.2948	   86.5203	  10624	 5.3580275	   65.7756	   21.7117	   78.9752	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   20	  312	  1	 4.6639233	   84.3468	   73.0190	   87.6028	  10624	 5.3515849	   66.3404	   22.3130	   79.2889	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   21	  326	  1	 4.6393399	   85.4198	   74.0691	   88.6545	  10624	 5.3477283	   67.0557	   21.1095	   79.6111	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   22	  341	  1	 4.6222162	   86.4740	   76.2824	   89.5000	  10624	 5.3447690	   67.5828	   21.9359	   80.1890	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   23	  356	  1	 4.5897679	   87.3588	   77.4141	   90.0519	  10624	 5.3313403	   67.8840	   22.3546	   80.4388	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   24	  370	  1	 4.5657907	   88.4130	   78.5311	   91.0304	  10624	 5.3248339	   68.5617	   23.9431	   81.1311	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   25	  385	  1	 4.5495992	   89.0437	   79.4892	   91.3769	  10624	 5.3248086	   68.3358	   23.3726	   81.3469	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   26	  400	  1	 4.5313411	   89.7873	   79.8949	   92.0208	  10624	 5.3198290	   68.8253	   24.2898	   80.7744	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   27	  415	  1	 4.5113955	   90.3709	   80.5625	   92.5238	  10624	 5.3161898	   68.7877	   25.1226	   81.5364	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   28	  430	  1	 4.4955645	   90.8415	   80.9743	   92.8022	  10624	 5.3136845	   68.6370	   23.5034	   80.9902	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   29	  445	  1	 4.4813070	   91.0109	   81.5405	   92.9064	  10624	 5.3034773	   68.7877	   25.5038	   80.2125	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   30	  460	  1	 4.4643126	   91.9522	   82.0215	   93.6935	  10624	 5.3003912	   69.3148	   25.4498	   82.0173	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   31	  474	  1	 4.4463248	   91.7075	   82.1631	   93.5079	  10624	 5.2967515	   69.8419	   26.7582	   81.7945	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   32	  489	  1	 4.4335871	   92.7899	   82.7597	   94.4015	  10624	 5.2929173	   69.9548	   26.3849	   81.0867	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   33	  504	  1	 4.4184084	   92.9217	   82.8363	   94.4831	  10624	 5.2949495	   69.9925	   25.1627	   81.9723	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   34	  519	  1	 4.4048190	   93.3735	   83.5713	   94.9196	  10624	 5.2873392	   69.9172	   25.8788	   82.0373	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   35	  534	  1	 4.3996377	   93.5053	   83.7309	   94.9476	  10624	 5.2876806	   69.8419	   26.0338	   81.7898	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   36	  549	  1	 4.3854947	   94.0230	   84.2915	   95.3285	  10624	 5.2915640	   69.1642	   24.9273	   80.5842	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   37	  564	  1	 4.3820543	   93.6747	   83.8504	   95.0433	  10624	 5.2928891	   69.3901	   25.4806	   81.4001	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   38	  579	  1	 4.3856091	   94.3053	   84.3767	   95.5114	  10624	 5.3008428	   69.5407	   24.0716	   80.7870	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   39	  594	  1	 4.3683033	   94.3053	   84.7475	   95.4505	  10624	 5.2819643	   69.5783	   25.9508	   81.3669	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   40	  608	  1	 4.3496594	   94.6348	   84.9295	   95.8187	  10624	 5.2837138	   69.6160	   25.5817	   81.1205	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   41	  623	  1	 4.3481884	   94.8136	   85.6501	   95.8852	  10624	 5.2793961	   69.6536	   25.4263	   81.4976	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   42	  637	  1	 4.3288951	   94.9454	   85.7725	   96.0574	  10624	 5.2777290	   69.9925	   25.8487	   81.0393	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   43	  652	  1	 4.3207397	   95.2748	   86.1296	   96.2556	  10624	 5.2782307	   69.9172	   26.8580	   80.7650	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   44	  667	  1	 4.3145447	   95.5572	   86.5068	   96.5940	  10624	 5.2735691	   70.0301	   25.6545	   81.6899	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   45	  682	  1	 4.3115644	   95.4255	   86.5852	   96.3705	  10624	 5.2715664	   70.3313	   26.5748	   81.2081	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   46	  697	  1	 4.3049655	   95.6514	   86.6631	   96.5975	  10624	 5.2768526	   70.0301	   25.9386	   81.2116	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   47	  712	  1	 4.2981381	   95.7455	   86.7030	   96.6772	  10624	 5.2726746	   70.3313	   25.3170	   80.9911	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   48	  727	  1	 4.2912955	   95.9055	   86.8984	   96.8020	  10624	 5.2699361	   70.4819	   25.9446	   81.4122	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   49	  741	  1	 4.2804470	   95.9808	   86.9799	   96.8658	  10624	 5.2701674	   69.6913	   26.2303	   80.3634	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   50	  756	  1	 4.2796745	   96.0749	   87.0404	   96.9495	  10624	 5.2685804	   70.1054	   26.4476	   81.4963	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   51	  770	  1	 4.2743812	   96.2161	   87.6346	   97.0684	  10624	 5.2703843	   70.1054	   26.5802	   80.7605	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
   52	  783	  1	 4.2667704	   96.3479	   88.2122	   97.1240	  10624	 5.2646871	   70.6702	   26.3289	   82.4640	   2656	6--claT-dro0.0-dro0.0-entdyn-entT-lea0.0-wei1.0
