# python main.py -c models/bat25-bid-chu750-dattra-ent-ent-ent-ent-epo200-fol5-gat99-gatrel-gatcos-hid500-sce-nontan-ada-spe150-tokdat-win99--6/logs/4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3.ini
epoch	iteration	fold	train_loss	train_acc	train_macro_f1	train_macro_f1_main	train_total	val_loss	val_acc	val_macro_f1	val_macro_f1_main	val_total	model
   46	  691	  0	 5.1404595	   94.6050	   92.2209	   95.3060	  10621	 5.6496282	   70.6657	   24.2693	   82.2172	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   47	  706	  0	 5.1396055	   94.8875	   92.5420	   95.5360	  10621	 5.6507883	   69.6502	   23.2438	   81.4357	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   48	  721	  0	 5.1331801	   94.9534	   92.8000	   95.5658	  10621	 5.6477261	   69.9135	   24.4006	   81.2570	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   49	  735	  0	 5.1298418	   95.1699	   92.9221	   95.7747	  10621	 5.6477761	   70.4776	   24.5898	   81.7683	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   50	  749	  0	 5.1271110	   95.2829	   92.9849	   95.8605	  10621	 5.6458006	   70.6657	   24.7965	   81.9572	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   51	  764	  0	 5.1244597	   95.4901	   93.5537	   96.0557	  10621	 5.6462331	   70.7033	   25.0185	   82.3119	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   52	  779	  0	 5.1235819	   95.3959	   93.5096	   95.9408	  10621	 5.6467791	   70.8161	   25.3392	   81.9017	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   53	  794	  0	 5.1205182	   95.9326	   93.6993	   96.3932	  10621	 5.6434383	   70.8537	   25.3620	   81.6912	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   54	  809	  0	 5.1183119	   95.7443	   93.6694	   96.2329	  10621	 5.6447382	   71.3426	   25.2094	   82.4297	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   55	  824	  0	 5.1169419	   96.2904	   94.2025	   96.6658	  10621	 5.6458368	   71.0794	   24.8267	   81.7368	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   56	  838	  0	 5.1124072	   96.1491	   94.2412	   96.5417	  10621	 5.6427259	   71.6435	   25.5910	   82.4718	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   57	  852	  0	 5.1102114	   96.2150	   93.9080	   96.6778	  10621	 5.6436915	   71.3050	   23.8123	   82.3172	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   58	  866	  0	 5.1129723	   96.3845	   94.1824	   96.7690	  10621	 5.6453443	   71.5307	   26.0959	   82.5858	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   59	  881	  0	 5.1102810	   96.3657	   94.3124	   96.7340	  10621	 5.6425996	   71.3802	   24.6770	   82.2310	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   60	  896	  0	 5.1096678	   96.5352	   94.1000	   96.9215	  10621	 5.6446362	   71.1922	   24.0333	   82.0048	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   61	  911	  0	 5.1105151	   96.7235	   94.5161	   97.0633	  10621	 5.6417365	   71.8691	   24.3910	   82.6958	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   62	  926	  0	 5.1047177	   96.6011	   94.3451	   96.9185	  10621	 5.6424613	   71.4178	   24.5316	   82.2931	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   63	  941	  0	 5.1054220	   96.7611	   94.4437	   97.1100	  10621	 5.6399384	   71.4554	   25.9354	   82.1283	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   64	  956	  0	 5.1056728	   96.8459	   94.6519	   97.1337	  10621	 5.6460028	   70.5904	   23.2458	   81.3227	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   65	  971	  0	 5.1005435	   96.8553	   94.4073	   97.2197	  10621	 5.6413560	   71.3802	   25.3854	   82.1019	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   66	  986	  0	 5.1015177	   96.9965	   94.6653	   97.3296	  10621	 5.6440172	   71.6435	   25.8900	   82.2448	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   67	 1000	  0	 5.0990391	   97.1283	   94.8986	   97.4240	  10621	 5.6401639	   71.5683	   25.8944	   82.0174	   2659	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
# Stopped after epoch 68 because validation scores did not improve for 5 epochs.
   -1	    0	  1	 5.9947557	    0.0941	    0.0450	    6.9900	  10624	 5.9995284	    0.0377	    0.0050	    7.7294	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    0	   15	  1	 5.8491073	   35.7587	    2.4478	   37.0364	  10624	 5.8798704	   32.4925	    2.0566	   33.4395	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    1	   30	  1	 5.8001485	   43.2229	    7.2786	   46.9140	  10624	 5.8555098	   38.2530	    4.9065	   42.7240	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    2	   45	  1	 5.7690935	   45.0866	   11.5245	   49.0089	  10624	 5.8420920	   40.3238	    6.4725	   45.6943	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    3	   60	  1	 5.7369223	   46.3197	   14.5743	   49.5772	  10624	 5.8264170	   42.2816	    8.2492	   46.7268	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    4	   75	  1	 5.7108283	   46.9032	   15.8531	   50.4643	  10624	 5.8171287	   42.9593	    8.8554	   47.5378	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    5	   90	  1	 5.6898203	   49.2564	   16.3478	   53.2224	  10624	 5.8064241	   44.5783	    9.9268	   49.9941	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    6	  105	  1	 5.6714187	   48.2398	   16.1516	   52.3530	  10624	 5.8032351	   44.0889	    9.9145	   49.8192	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    7	  120	  1	 5.6500988	   50.9601	   17.6439	   56.2646	  10624	 5.7955513	   46.9503	   10.0295	   53.7071	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    8	  135	  1	 5.6225891	   53.4168	   22.5722	   59.5930	  10624	 5.7866502	   48.6822	   11.5075	   57.0259	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
    9	  150	  1	 5.6043458	   55.8735	   26.0867	   62.6160	  10624	 5.7819977	   50.7154	   12.5423	   59.4029	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   10	  165	  1	 5.5798593	   58.0949	   32.2163	   65.6587	  10624	 5.7721429	   52.1084	   12.6630	   62.8862	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   11	  179	  1	 5.5561137	   59.8739	   37.2083	   67.8464	  10624	 5.7631149	   53.3886	   14.0227	   65.8907	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   12	  194	  1	 5.5271544	   62.6318	   42.6083	   70.1246	  10624	 5.7510724	   55.1958	   14.7720	   67.8336	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   13	  209	  1	 5.5094681	   64.1378	   45.6993	   71.1005	  10624	 5.7472243	   55.3087	   14.9986	   67.6413	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   14	  223	  1	 5.4823623	   65.9827	   50.5074	   72.8671	  10624	 5.7377014	   57.0407	   17.0344	   70.3281	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   15	  237	  1	 5.4621520	   70.1807	   53.7353	   76.9877	  10624	 5.7303338	   58.5843	   17.6578	   72.7504	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   16	  252	  1	 5.4389124	   71.7903	   58.5092	   78.5987	  10624	 5.7239323	   59.9398	   18.4460	   74.5023	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   17	  267	  1	 5.4147468	   74.3505	   62.7720	   80.6212	  10624	 5.7101731	   61.0693	   19.9853	   76.1561	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   18	  282	  1	 5.4025927	   75.4895	   64.0113	   81.1640	  10624	 5.7156010	   61.1446	   19.4324	   76.5136	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   19	  296	  1	 5.3781595	   77.8050	   70.0737	   82.9198	  10624	 5.7038660	   61.7093	   19.9647	   76.0737	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   20	  310	  1	 5.3623791	   79.2075	   72.8887	   83.7399	  10624	 5.6999326	   62.2364	   21.5526	   76.4761	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   21	  324	  1	 5.3492751	   80.2334	   74.1507	   84.2290	  10624	 5.6950679	   62.7636	   21.5811	   77.2439	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   22	  338	  1	 5.3300142	   81.8148	   75.9966	   85.3954	  10624	 5.6939025	   63.5919	   20.6084	   78.2057	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   23	  353	  1	 5.3229251	   83.2361	   78.0176	   86.3335	  10624	 5.6918950	   64.0437	   21.7590	   77.2763	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   24	  366	  1	 5.3075447	   83.8855	   79.8540	   86.9756	  10624	 5.6891274	   64.4578	   22.1430	   79.0628	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   25	  381	  1	 5.2942724	   85.0715	   81.2685	   87.7653	  10624	 5.6846848	   65.7756	   22.0335	   79.6862	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   26	  396	  1	 5.2797570	   85.8434	   82.2030	   88.4087	  10624	 5.6808872	   66.2274	   24.3863	   79.1821	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   27	  411	  1	 5.2685413	   86.2952	   82.4267	   88.8561	  10624	 5.6792326	   66.3027	   23.9440	   79.5966	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   28	  426	  1	 5.2564516	   87.2647	   84.3053	   89.7270	  10624	 5.6761198	   66.1521	   23.5983	   80.2386	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   29	  441	  1	 5.2488914	   88.0083	   85.1914	   90.1336	  10624	 5.6789393	   66.3404	   23.9546	   80.5797	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   30	  456	  1	 5.2360988	   88.6672	   86.2292	   90.6618	  10624	 5.6722603	   67.4322	   25.5482	   80.5824	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   31	  471	  1	 5.2315841	   89.1096	   86.8231	   90.8742	  10624	 5.6698365	   67.6958	   25.3867	   80.4196	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   32	  485	  1	 5.2205310	   89.9002	   86.9556	   91.6363	  10624	 5.6709938	   67.4699	   26.2483	   80.0327	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   33	  499	  1	 5.2150168	   90.4556	   88.9679	   92.0556	  10624	 5.6687298	   68.4488	   26.0326	   80.0394	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   34	  514	  1	 5.2029219	   90.9827	   89.1458	   92.5661	  10624	 5.6625466	   68.4864	   25.8572	   80.4870	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   35	  529	  1	 5.1981440	   90.9827	   89.6673	   92.4486	  10624	 5.6617393	   68.9759	   25.5643	   81.3583	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   36	  544	  1	 5.1931615	   91.5757	   89.6571	   92.9109	  10624	 5.6605029	   69.2771	   26.8187	   81.3504	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   37	  559	  1	 5.1878328	   92.0087	   90.2451	   93.1811	  10624	 5.6613469	   69.5030	   27.4675	   81.4754	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   38	  574	  1	 5.1819124	   92.5264	   90.7727	   93.7200	  10624	 5.6600609	   69.0512	   26.4857	   80.9921	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   39	  589	  1	 5.1747198	   92.6487	   91.0658	   93.7856	  10624	 5.6541915	   69.6913	   26.4396	   81.4124	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   40	  604	  1	 5.1722546	   92.9876	   91.1141	   94.0978	  10624	 5.6593175	   68.5994	   25.5887	   80.7529	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   41	  618	  1	 5.1624718	   93.4111	   91.7850	   94.3918	  10624	 5.6547432	   69.3524	   27.1272	   80.7315	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   42	  633	  1	 5.1614752	   93.5523	   92.0826	   94.4878	  10624	 5.6532106	   69.9172	   27.8539	   81.1034	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   43	  648	  1	 5.1556792	   93.6841	   91.9403	   94.5676	  10624	 5.6522021	   69.9172	   27.5549	   80.7938	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   44	  663	  1	 5.1535368	   93.9665	   92.8435	   94.8701	  10624	 5.6485772	   70.1431	   28.1790	   81.0651	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   45	  678	  1	 5.1465945	   94.3712	   93.2063	   95.1950	  10624	 5.6481714	   69.9925	   26.8976	   80.7867	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   46	  693	  1	 5.1429548	   94.5501	   93.1600	   95.3391	  10624	 5.6492057	   70.5196	   27.2216	   81.1248	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   47	  707	  1	 5.1402168	   94.7572	   93.6130	   95.5246	  10624	 5.6472955	   70.2937	   27.9043	   81.1692	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   48	  721	  1	 5.1354456	   95.0301	   93.7911	   95.7142	  10624	 5.6478872	   70.3690	   28.3211	   80.8544	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   49	  736	  1	 5.1329088	   95.2372	   93.9238	   95.9198	  10624	 5.6461735	   70.5572	   28.1915	   81.0932	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   50	  751	  1	 5.1327643	   95.3031	   94.0743	   95.8550	  10624	 5.6467428	   70.5196	   28.0703	   81.0538	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   51	  766	  1	 5.1295338	   95.4913	   94.1402	   96.0886	  10624	 5.6470399	   70.2184	   27.4823	   80.5894	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   52	  781	  1	 5.1309524	   95.3219	   94.0777	   95.9839	  10624	 5.6455126	   70.2560	   27.5571	   81.6249	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   53	  796	  1	 5.1301093	   95.3313	   93.9334	   96.0471	  10624	 5.6461139	   70.2937	   27.9300	   81.6543	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   54	  811	  1	 5.1283317	   95.2843	   94.3564	   95.9936	  10624	 5.6438546	   69.7666	   28.3255	   80.7468	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   55	  826	  1	 5.1236300	   95.6890	   94.5374	   96.3508	  10624	 5.6419888	   70.7831	   27.9646	   81.3906	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   56	  840	  1	 5.1186857	   96.0279	   94.7801	   96.5612	  10624	 5.6429267	   70.4066	   28.1963	   81.0524	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   57	  855	  1	 5.1157804	   96.0843	   94.9796	   96.6468	  10624	 5.6425457	   70.6702	   28.9978	   81.3261	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   58	  870	  1	 5.1123638	   96.2726	   94.9498	   96.8159	  10624	 5.6412883	   70.9337	   28.6663	   80.8319	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   59	  885	  1	 5.1096740	   96.5926	   95.2040	   96.9212	  10624	 5.6423101	   70.7078	   28.0180	   80.7210	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
   60	  900	  1	 5.1079855	   96.4420	   95.4757	   96.7485	  10624	 5.6412048	   71.0090	   27.9520	   81.1435	   2656	4--claT-dro0.2-dro0.0-entsta-entT-lea0.0-wei4.3
